,lat,lon,mapper_count,elevation
517,37.48391,-77.668027,0,0.0
518,37.487613,-77.663635,0,0.0
519,37.94951,-84.483624,0,0.0
520,37.949874,-84.50068,0,0.0
521,37.950411,-84.483593,0,0.0
522,37.950774,-84.50065,5,0.0
523,37.955034,-84.489125,0,0.0
524,37.959803,-84.501482,0,0.0
525,38.259984,-76.682489,0,0.0
526,38.332216,-82.963302,17,0.0
527,38.375877,-81.768192,11,0.0
528,38.375892,-81.765903,0,0.0
529,38.376779,-81.768202,0,0.0
530,38.37768,-81.768211,13,0.0
531,38.380383,-81.76824,0,0.0
532,38.721656,-76.953213,0,0.0
533,38.722537,-76.954387,0,0.0
534,38.854164,-77.155033,0,0.0
535,38.953264,-74.856893,0,0.0
536,38.953265,-74.858048,0,0.0
537,38.956861,-74.851115,3,0.0
538,38.956863,-74.85227,0,0.0
539,39.011239,-77.234859,2,0.0
540,39.016686,-77.23272,0,0.0
541,39.05973,-77.243321,104,0.0
542,39.060564,-77.246814,2,0.0
543,39.060586,-77.245659,11,0.0
544,39.061486,-77.245688,33,0.0
545,39.061509,-77.244533,42,0.0
546,39.061553,-77.242223,0,0.0
547,39.064076,-77.251549,12,0.0
548,39.070379,-77.251749,0,0.0
549,39.070469,-77.247129,0,0.0
550,39.070491,-77.245973,0,0.0
551,39.071391,-77.246002,0,0.0
552,39.073058,-77.25299,79,0.0
553,39.145958,-76.537915,135,0.0
